"Date/Time","Lat","Lon"
"2014-04-01 14:23:00","40.7578","-73.9893"
"2014-04-01 14:23:00","40.7619","-73.9791"
"2014-04-01 14:26:00","40.7397","-73.9867"
"2014-04-01 14:27:00","40.7275","-74.001"
"2014-04-01 14:27:00","40.7694","-73.9658"
"2014-04-01 14:28:00","40.8005","-73.9693"
"2014-04-01 14:29:00","40.645","-73.7819"
"2014-04-01 14:32:00","40.9651","-74.0736"
"2014-04-01 14:32:00","40.7705","-73.9662"
"2014-04-01 14:36:00","40.6833","-73.9768"
"2014-04-01 14:37:00","40.7797","-74.0097"
"2014-04-01 14:38:00","40.7598","-73.9915"
"2014-04-01 14:39:00","40.6448","-73.7826"
"2014-04-01 14:40:00","40.7407","-73.9869"
"2014-04-01 14:40:00","40.7754","-73.9628"
"2014-04-01 14:41:00","40.7104","-73.9847"
"2014-04-01 14:42:00","40.7198","-74.0051"
"2014-04-01 14:43:00","40.7103","-73.9846"
"2014-04-01 14:43:00","40.6931","-74.1834"
"2014-04-01 14:45:00","40.7394","-74.0062"
"2014-04-01 14:45:00","40.7647","-73.9706"
"2014-04-01 14:51:00","40.7642","-73.9632"
"2014-04-01 14:53:00","40.6951","-74.1787"
"2014-04-01 14:55:00","40.7585","-73.9697"
"2014-04-01 14:55:00","40.7504","-73.9945"
"2014-04-01 14:57:00","40.7682","-73.953"
"2014-04-01 14:57:00","40.7247","-74.0022"
"2014-04-01 14:57:00","40.7145","-74.0025"
"2014-04-01 15:00:00","40.7593","-73.9745"
"2014-04-01 15:02:00","40.7284","-74.0071"
"2014-04-01 15:03:00","40.7079","-74.0093"
"2014-04-01 15:04:00","40.7692","-73.9631"
"2014-04-01 15:07:00","40.7644","-73.953"
"2014-04-01 15:08:00","40.7553","-73.9795"
"2014-04-01 15:08:00","40.7551","-73.9622"
"2014-04-01 15:08:00","40.7741","-73.8727"
"2014-04-01 15:09:00","40.7545","-73.9757"
"2014-04-01 15:09:00","40.7355","-73.9755"
"2014-04-01 15:10:00","40.771","-73.866"
"2014-04-01 15:11:00","40.7755","-73.9558"
"2014-04-01 15:11:00","40.7283","-73.9869"
"2014-04-01 15:14:00","40.7577","-73.9902"
"2014-04-01 15:14:00","40.764","-73.9825"
"2014-04-01 15:14:00","40.7644","-73.9806"
"2014-04-01 15:18:00","40.8092","-73.9536"
"2014-04-01 15:19:00","40.7708","-73.8658"
"2014-04-01 15:19:00","40.7556","-73.9716"
"2014-04-01 15:19:00","40.7578","-73.9739"
"2014-04-01 15:20:00","40.7557","-73.974"
"2014-04-01 15:21:00","40.7101","-73.9849"
"2014-04-01 15:24:00","40.7798","-73.96"
"2014-04-01 15:24:00","40.7798","-73.96"
"2014-04-01 15:24:00","40.8247","-73.9735"
"2014-04-01 15:24:00","40.7416","-74.0067"
"2014-04-01 15:24:00","40.7624","-73.9744"
"2014-04-01 15:25:00","40.7644","-73.9727"
"2014-04-01 15:25:00","40.7641","-73.977"
"2014-04-01 15:26:00","40.745","-73.985"
"2014-04-01 15:27:00","40.7617","-73.973"
"2014-04-01 15:31:00","40.7636","-73.9735"
"2014-04-01 15:32:00","40.7413","-74.0062"
"2014-04-01 15:35:00","40.7866","-73.9547"
"2014-04-01 15:35:00","40.7824","-73.9466"
"2014-04-01 15:35:00","40.7616","-73.9686"
"2014-04-01 15:37:00","40.7566","-73.9788"
"2014-04-01 15:39:00","40.6339","-74.0131"
"2014-04-01 15:39:00","40.7274","-74.0073"
"2014-04-01 15:40:00","40.7739","-73.8715"
"2014-04-01 15:41:00","40.7671","-73.9875"
"2014-04-01 15:41:00","40.6951","-74.1783"
"2014-04-01 15:44:00","40.7731","-73.9893"
"2014-04-01 15:45:00","40.7122","-73.998"
